Year,Month,Date,Temp_Max,Temp_Avg,Temp_Min,Dew_Max,Dew_Avg,Dew_Min,Humid_Max,Humid_Avg,Humid_Min,Wind_Max,Wind_Avg,Wind_Min,Pressure_Max,Pressure_Avg,Pressure_Min,Precipitation_Total
2019,Jan,31,79,66.8,0,63,51.3,0,100,57.8,0,14,7.7,0,27,25.5,0,0
2019,Feb,1,81,67,0,64,53.9,0,100,67.6,0,9,4.9,0,27,26.4,0,0
2019,Feb,2,82,69.7,0,66,54.6,0,100,64.2,0,13,5.5,0,27,26.4,0,0
2019,Feb,3,84,71.4,59,66,56.2,46,100,66,28,13,6.8,1,27,27,26.9,0
2019,Feb,4,84,72.5,59,68,58.3,46,100,68.1,28,15,8.2,3,27.1,27,26.9,0
2019,Feb,5,84,72.4,61,64,58.3,52,100,65.5,33,12,7.5,2,27.1,27,26.9,0
2019,Feb,6,86,72,0,63,51.9,0,94,52,0,10,6.2,0,27,26.4,0,0
2019,Feb,7,86,71.7,0,68,55.8,0,100,59.6,0,9,5.7,0,27,25.6,0,0
2019,Feb,8,88,77.8,66,70,60.7,52,100,60.2,31,8,4.6,0,27,26.9,26.9,0
2019,Feb,9,86,74.1,66,72,65.9,57,100,78.7,40,17,4.7,0,27,26.9,26.9,0
2019,Feb,10,86,75.5,68,73,67.2,57,100,78.5,40,12,7.9,1,27,27,26.9,0
2019,Feb,11,82,70.8,0,68,61.5,0,100,74,0,15,10,2,27,26.4,0,0
2019,Feb,12,84,71.8,61,68,59,52,100,69.7,33,16,8.9,0,27.1,27,26.9,0
2019,Feb,13,84,71.5,59,66,56.5,48,100,65.8,28,13,7,0,27.1,27,26.9,0
2019,Feb,14,86,74.6,57,68,58.6,43,100,63.4,31,15,8.3,0,27,26.9,26.9,0
2019,Feb,15,88,74.8,0,70,61.6,0,100,67.6,0,9,5.2,0,27,26.4,0,0
2019,Feb,16,88,76.4,64,68,58.5,48,100,60.5,25,12,4.6,0,27,26.9,26.9,0
2019,Feb,17,90,77.1,64,70,53.4,46,100,48,22,16,6.8,0,27,26.9,26.8,0
2019,Feb,18,91,78,61,73,54.2,39,100,54.5,16,12,3.9,0,27,26.9,26.8,0
2019,Feb,19,90,77.3,0,73,63.6,0,100,66.9,0,14,7.8,0,27,26.4,0,0
2019,Feb,20,88,74.3,0,70,58.5,0,100,62.5,0,15,8.2,0,27,26.4,0,0
2019,Feb,21,88,74.1,61,66,52.6,41,100,54.5,22,18,8,0,27.1,27,26.9,0
2019,Feb,22,90,74.3,55,59,42.5,30,100,40.1,13,21,9.3,0,27,27,26.9,0
2019,Feb,23,91,75,52,52,38.3,25,100,34.6,9,20,8.4,0,27,26.9,26.8,0
2019,Feb,24,91,75.8,55,55,41.8,27,88,37.9,10,14,6.5,0,26.9,26.9,26.8,0
2019,Feb,25,93,77.3,57,57,33.9,16,94,31.6,6,9,4.7,0,26.9,26.9,26.8,0
2019,Feb,26,91,79.8,68,66,51.8,39,88,44.4,16,10,6,0,26.9,26.8,26.8,0
2019,Feb,27,90,78.8,64,70,57.4,45,100,55.5,21,12,5.2,0,26.9,26.8,26.7,0
2019,Feb,28,90,80.3,68,55,45.1,39,64,31.9,17,9,5.3,2,26.9,26.8,26.8,0
2019,Mar,1,91,78.8,66,75,63,48,100,67.4,23,17,7.3,0,26.9,26.9,26.8,0
2019,Mar,2,88,77.5,64,72,62.3,55,100,64.7,33,16,8.5,3,26.9,26.9,26.8,0
2019,Mar,3,90,77.3,63,72,60.3,52,100,60.9,29,10,5.8,2,26.9,26.9,26.8,0
2019,Mar,4,93,81.8,70,72,60.2,54,100,52.8,26,12,6.6,0,26.9,26.8,26.8,0
2019,Mar,5,91,82.2,72,70,58.9,54,83,48.2,28,14,6.7,1,26.9,26.8,26.8,0
2019,Mar,6,93,81.6,66,63,46.2,37,78,32,16,12,5.8,0,26.9,26.9,26.8,0
2019,Mar,7,95,81.6,64,50,35.9,28,59,22.3,9,17,5.4,0,26.9,26.8,26.8,0
2019,Mar,8,93,80.2,63,70,43.1,25,94,33.7,9,9,3.7,0,26.9,26.9,26.8,0
2019,Mar,9,93,80.4,70,73,62.4,46,100,60.9,21,13,5.8,1,27,26.9,26.8,0
2019,Mar,10,93,81.3,72,75,61,50,100,55.1,26,12,7.5,5,27,26.9,26.8,0
2019,Mar,11,91,80,68,72,55.8,45,100,49.2,21,14,7.6,2,27,26.9,26.9,0
2019,Mar,12,91,79.6,64,64,47.7,37,83,38.1,15,16,7.8,1,27,26.9,26.9,0
2019,Mar,13,91,79.2,63,55,43.3,34,77,33.4,14,15,8,1,27,27,26.9,0
2019,Mar,14,91,78.7,64,50,42.7,36,59,31.8,14,17,8.3,1,27,26.9,26.9,0
2019,Mar,15,91,78.3,63,52,41.3,32,68,31.3,12,16,8,0,27,26.9,26.9,0
2019,Mar,16,90,76,59,57,46.4,32,88,41.6,13,16,8.1,1,27,26.9,26.9,0
2019,Mar,17,90,76.6,59,59,47.1,30,94,43.6,12,13,5,0,27,26.9,26.9,0
2019,Mar,18,93,78.4,61,70,54.6,36,100,54.3,13,12,6.9,3,27,26.9,26.8,0
2019,Mar,19,93,80.5,66,72,58.5,46,100,54.2,21,10,7,2,26.9,26.9,26.8,0
2019,Mar,20,93,80.5,70,72,60,48,100,57.5,21,13,7.7,3,26.9,26.9,26.8,0
2019,Mar,21,93,80.7,68,70,53.6,43,100,45.2,18,13,5.5,1,27,26.9,26.8,0
2019,Mar,22,93,81.3,70,63,54.4,46,69,42.8,20,9,4.8,2,27,26.9,26.8,0
2019,Mar,23,95,82.9,70,72,55.8,45,100,44.4,19,10,6,1,27,26.9,26.8,0
2019,Mar,24,93,83,70,68,55.2,46,88,42.5,20,12,6.6,2,26.9,26.9,26.8,0
2019,Mar,25,95,81.3,68,73,54,45,100,45.9,18,15,7.7,1,26.9,26.9,26.8,0
2019,Mar,26,93,81.7,64,63,49.6,37,83,38.1,14,13,7.4,0,27,26.9,26.9,0
2019,Mar,27,95,80.3,64,64,45.8,30,94,35.9,11,13,5.3,0,27,26.9,26.9,0
2019,Mar,28,97,82.4,64,61,44.7,36,64,30.6,12,17,6.2,1,27,26.9,26.8,0
2019,Mar,29,95,81.9,70,70,52,43,78,38.4,17,12,5.4,0,26.9,26.9,26.8,0
2019,Mar,30,95,82,68,73,49.7,39,100,38.9,14,13,4.9,0,26.9,26.9,26.8,0
2019,Mar,31,95,84.7,70,75,55.2,43,100,43.5,17,12,5.8,2,27,26.9,26.8,0
2019,Apr,1,95,82.7,68,70,50.5,39,88,38.6,15,12,5.5,1,26.9,26.9,26.8,0
2019,Apr,2,93,81.6,68,70,53.7,43,74,42.4,17,12,4.7,0,26.9,26.9,26.8,0
2019,Apr,3,95,81.9,68,70,53.3,41,94,42.8,15,14,6.9,0,26.9,26.9,26.8,0
2019,Apr,4,93,82,70,72,52.4,36,100,41.9,13,16,8.4,2,27,26.9,26.8,0
2019,Apr,5,93,81.9,70,72,50.9,39,94,39.5,15,14,6.7,1,27,26.9,26.8,0
2019,Apr,6,95,82.5,66,64,47.5,36,78,34,12,14,5,0,27,26.9,26.8,0
2019,Apr,7,95,83.9,72,70,52.7,39,88,39.3,14,12,6.3,2,26.9,26.9,26.8,0
2019,Apr,8,93,82.5,72,73,60.7,50,100,52.6,23,15,6.8,1,26.9,26.8,26.8,0
2019,Apr,9,95,81.7,72,73,62.2,50,100,57.5,22,18,5.9,1,26.9,26.9,26.8,0
2019,Apr,10,95,83.5,72,73,56.8,43,94,46.5,16,14,5.7,0,26.9,26.9,26.8,0
2019,Apr,11,95,84.2,72,72,52.8,43,83,38.6,17,10,5.7,1,26.9,26.9,26.8,0
2019,Apr,12,97,85.5,72,63,50.2,41,73,33.2,15,14,6.5,1,26.9,26.8,26.8,0
2019,Apr,13,95,84.8,72,68,52.8,43,88,38.2,16,13,6.7,0,26.9,26.9,26.8,0
2019,Apr,14,95,84,70,64,49.8,39,83,35.8,14,16,7.2,1,26.9,26.9,26.8,0
2019,Apr,15,95,83,68,66,47,36,83,33.4,14,12,6.3,1,26.9,26.9,26.8,0
2019,Apr,16,95,84.8,73,75,58,46,100,48.6,19,12,7,3,26.9,26.9,26.8,0
2019,Apr,17,93,78.9,72,75,69,61,100,74.7,34,18,7.1,1,26.9,26.9,26.8,0
2019,Apr,18,95,80,70,73,65.8,55,100,68.9,26,23,8.7,2,26.9,26.9,26.8,0
2019,Apr,19,91,81.8,70,73,65.4,55,100,62.3,31,13,7,3,26.9,26.8,26.8,0
2019,Apr,20,90,78.7,72,73,67.5,59,100,70.8,38,18,8.2,3,26.9,26.8,26.7,0
2019,Apr,21,93,82.8,72,75,62.9,52,100,56,24,12,6.6,2,26.9,26.8,26.7,0
2019,Apr,22,91,79.5,70,77,67.9,57,100,71.5,31,21,9.1,2,26.9,26.8,26.7,0
2019,Apr,23,91,80.2,70,70,62.2,54,100,59.2,28,18,6.2,0,26.9,26.8,26.8,0
2019,Apr,24,91,81.5,68,72,58.6,50,100,50.8,26,15,5.7,0,26.9,26.9,26.8,0
2019,Apr,25,95,82.3,68,70,53.6,43,100,42.8,17,14,5.5,0,26.9,26.9,26.8,0
2019,Apr,26,97,84.5,72,73,57.8,48,83,44.6,19,14,5.4,1,26.9,26.8,26.8,0
2019,Apr,27,97,85.3,70,70,58.1,48,88,44.2,20,20,6.5,0,26.9,26.8,26.7,0
2019,Apr,28,93,82.6,72,75,60.7,48,100,52,23,14,5.9,0,26.9,26.8,26.8,0
2019,Apr,29,95,83.7,72,77,63,50,100,56,23,15,7.5,0,26.9,26.8,26.7,0
2019,Apr,30,93,82.2,68,75,65.7,55,100,64,30,29,11.4,3,26.9,26.8,26.7,0
2019,May,1,84,78.6,72,77,72.9,68,100,83.8,58,20,13.2,5,26.8,26.8,26.7,0
2019,May,2,93,82,72,73,60.1,43,100,57,17,17,12.8,8,26.8,26.8,26.7,0
2019,May,3,91,81.5,70,73,62.7,52,100,59.2,26,17,11.1,3,26.9,26.8,26.8,0
2019,May,4,91,81.8,72,72,62.2,57,100,55.4,31,14,8.1,2,26.9,26.9,26.8,0
2019,May,5,93,83.9,73,72,60.9,52,94,49.3,24,13,7.6,3,26.9,26.9,26.8,0
2019,May,6,97,85.7,75,73,60.2,46,94,45.8,19,15,7.7,2,26.9,26.8,26.8,0
2019,May,7,91,79.2,72,75,69,61,100,74.3,36,17,11.4,5,26.9,26.8,26.8,0
2019,May,8,91,81.6,72,75,65.9,57,100,63.2,31,17,11.2,5,26.9,26.8,26.8,0
2019,May,9,91,82.3,72,73,63,55,100,56.9,29,14,8.8,2,26.9,26.8,26.8,0
2019,May,10,97,86.2,75,73,58.9,50,89,42.8,22,12,6.7,1,26.9,26.8,26.7,0
2019,May,11,95,82.7,75,75,68.1,55,100,65.9,26,17,7.2,2,26.9,26.8,26.8,0
2019,May,12,95,82.1,75,77,66,50,100,62.2,22,14,6.4,0,26.9,26.8,26.8,0
2019,May,13,91,80.5,73,73,67.2,59,100,66.3,36,21,10.3,3,26.9,26.8,26.7,0
2019,May,14,93,82.8,73,77,66.3,55,100,63.1,28,13,9.1,3,26.9,26.8,26.7,0
2019,May,15,91,78,73,75,72.8,64,100,86.8,41,21,8.5,3,26.9,26.8,26.8,0
2019,May,16,97,76.8,0,73,63.1,0,100,60.1,0,9,4.1,0,26.9,25.2,0,0
2019,May,17,91,76.8,72,75,69.2,59,100,80.7,36,13,5,0,26.9,26.8,26.8,0
2019,May,18,93,82.2,72,77,69.2,57,100,69.6,30,20,5,0,26.9,26.8,26.8,0
2019,May,19,95,84.1,75,77,67.8,59,100,62.2,30,10,6.5,1,26.9,26.8,26.8,0
2019,May,20,93,80.6,73,79,72,61,100,78.9,34,22,6,1,26.9,26.8,26.8,0
2019,May,21,93,82.6,73,77,67.2,59,100,63.5,34,15,6.3,2,26.9,26.8,26.8,0
2019,May,22,97,80.6,0,77,67.5,0,100,69.3,0,13,5.4,0,26.9,26.3,0,0
2019,May,23,90,78.9,72,75,71.4,64,100,80,49,16,7.3,2,26.9,26.8,26.8,0
2019,May,24,93,78.3,72,77,71.3,63,100,83,38,17,7.5,0,26.9,26.8,26.8,0
2019,May,25,91,78.8,68,75,70.8,66,100,80.3,43,25,7.6,2,26.9,26.8,26.7,0
2019,May,26,93,75.1,0,73,64.2,0,100,69.8,0,13,8.2,0,26.9,25.7,0,0
2019,May,27,93,83.5,72,79,69.4,61,100,66.2,34,9,5.2,0,26.8,26.8,26.7,0
2019,May,28,91,79,72,75,69.9,64,100,78.2,41,21,8.4,2,26.8,26.8,26.7,0
2019,May,29,93,81.1,0,72,63.6,0,100,56.3,0,12,6.5,0,26.8,26.1,0,0
2019,May,30,91,78.6,0,77,67.1,0,100,67.1,0,12,7.4,0,26.8,25.7,0,0
2019,May,31,91,79.3,72,77,70.6,64,100,78.6,43,25,8.3,1,26.8,26.8,26.7,0
2019,June,1,88,80.7,70,81,74.1,66,100,82.7,49,15,7.1,0,26.9,26.8,26.7,0
2019,June,2,90,77.8,70,79,72.5,68,100,86.7,49,18,11.9,6,26.9,26.8,26.7,0
2019,June,3,84,77.2,68,77,72.2,66,100,86.5,55,13,7.8,2,26.8,26.8,26.7,0
2019,June,4,86,79.8,72,75,70.7,64,100,76.2,48,14,7.8,2,26.8,26.8,26.7,0
2019,June,5,90,77.2,70,77,71.4,68,100,85.1,49,21,8.6,3,26.8,26.8,26.7,0
2019,June,6,90,79.7,70,79,72.1,68,100,80.2,49,13,6.6,0,26.8,26.8,26.7,0
2019,June,7,91,78.5,72,75,72,66,100,81.5,55,16,7.5,2,26.8,26.8,26.7,0
2019,June,8,88,81.5,73,77,73.3,68,100,78.1,55,12,6.6,1,26.8,26.8,26.7,0
2019,June,9,91,80.7,72,77,70.3,61,100,75.2,36,17,8.6,3,26.8,26.7,26.7,0
2019,June,10,86,78.3,72,72,70.5,66,100,77.3,51,21,12.8,7,26.8,26.7,26.7,0
2019,June,11,86,78.4,73,73,70.7,68,100,77.9,55,21,15,0,26.8,26.7,26.7,0
2019,June,12,86,77,72,75,71.7,66,100,84.9,51,25,16.9,0,26.8,26.8,26.7,0
2019,June,13,84,76.8,72,75,72,66,100,86.6,55,20,13.9,9,26.8,26.8,26.7,0
2019,June,14,88,78.6,70,73,69.3,63,100,75.6,43,20,14.1,7,26.9,26.8,26.7,0
2019,June,15,90,80.3,70,73,68.1,61,100,69.9,40,18,14.3,10,26.8,26.8,26.7,0
2019,June,16,90,79.8,70,73,67.3,59,100,70,36,20,13.4,9,26.9,26.8,26.8,0
2019,June,17,88,79.2,72,73,67.7,59,100,71,40,18,13,8,26.9,26.8,26.8,0
2019,June,18,86,78.7,72,73,67.7,61,100,71.8,43,18,12.5,8,26.8,26.8,26.7,0
2019,June,19,90,80.7,72,73,67.2,59,100,67,36,20,14.6,9,26.8,26.8,26.7,0
2019,June,20,88,79.1,70,73,67.4,63,100,70.1,45,22,15.3,10,26.8,26.8,26.7,0
2019,June,21,86,75,0,72,67.8,0,100,77.9,0,17,12.5,0,26.8,26.2,0,0
2019,June,22,86,77.3,72,75,70.1,63,100,80.3,48,18,12.1,0,26.8,26.7,26.7,0
2019,June,23,82,75.9,72,77,72.3,66,100,89.6,58,16,11,6,26.8,26.7,26.7,0
2019,June,24,86,76.3,72,75,70.8,64,100,85.8,48,17,9.7,2,26.8,26.8,26.7,0
2019,June,25,86,78.5,70,73,67.9,61,100,72.6,43,16,12.1,8,26.8,26.8,26.7,0
2019,June,26,84,76.9,72,73,69.9,63,100,80.1,51,18,12.9,0,26.8,26.8,26.8,0
2019,June,27,86,77.3,72,75,68.9,63,100,77,45,26,16.3,10,26.8,26.8,26.7,0
2019,June,28,88,79,70,72,65.4,59,100,66.6,38,24,17.1,12,26.8,26.8,26.7,0
2019,June,29,86,78.8,72,72,65.9,57,100,68,37,25,17.3,12,26.8,26.8,26.7,0
2019,June,30,84,77.1,72,73,68.7,63,100,76.4,48,25,17.2,9,26.8,26.8,26.7,0
2019,July,1,86,78.4,72,72,66.3,61,100,68.9,43,23,17.1,10,26.8,26.7,26.7,0
2019,July,2,86,78.8,72,72,66.8,59,100,69.4,40,24,17.8,13,26.8,26.7,26.7,0
2019,July,3,88,78.2,72,73,66.8,59,100,71.2,38,28,17.8,9,26.8,26.8,26.7,0
2019,July,4,88,78.2,72,73,68.2,61,100,74.1,40,28,18.1,10,26.8,26.8,26.7,0
2019,July,5,86,76,72,75,70.1,63,100,83.8,45,26,16.7,10,26.8,26.7,26.7,0
2019,July,6,86,76.7,72,73,69,61,100,78.6,43,26,16.3,10,26.8,26.7,26.7,0
2019,July,7,88,77.8,72,72,66,59,100,69.9,38,24,18.4,12,26.8,26.8,26.7,0
2019,July,8,84,77.2,70,70,66.7,61,100,72,45,28,17.7,0,26.9,26.8,26.8,0
2019,July,9,86,69.2,0,75,64,0,100,77.6,0,23,12.6,0,26.8,24.6,0,0
2019,July,10,86,75.8,70,72,67.5,61,100,77.5,43,23,17,12,26.9,26.8,26.7,0
2019,July,11,88,77.2,70,72,66,59,100,71.4,40,22,13.4,0,26.9,26.8,26.8,0
2019,July,12,88,78.1,70,72,67.6,61,100,73.1,43,17,10.8,5,26.9,26.8,26.8,0
2019,July,13,88,78.5,72,73,67.9,61,100,73.2,40,18,11.3,6,26.9,26.9,26.8,0
2019,July,14,86,77.1,70,73,68.3,61,100,77.3,43,16,11.2,3,26.9,26.8,26.8,0
2019,July,15,86,76.1,0,73,67.4,0,100,75.7,0,18,11.7,0,26.8,26.3,0,0
2019,July,16,84,77.4,70,72,68.2,61,100,74.7,45,16,10.9,6,26.9,26.8,26.7,0
2019,July,17,84,76.7,72,73,69.5,64,100,80.6,51,13,9.3,2,26.8,26.8,26.7,0
2019,July,18,84,76.2,72,75,70.8,66,100,84.7,55,13,9.6,3,26.8,26.7,26.6,0
2019,July,19,82,75.2,72,75,72.2,70,100,91.5,66,18,10.8,6,26.8,26.7,26.6,0
2019,July,20,82,75.7,70,72,70.2,66,100,84,58,18,14.8,10,26.8,26.7,26.6,0
2019,July,21,82,75.3,70,75,71.5,66,100,88.9,58,21,14.7,8,26.8,26.7,26.7,0
2019,July,22,81,74.1,68,72,68.7,66,100,84.6,61,20,14.7,10,26.8,26.7,26.7,0
2019,July,23,79,73.1,68,75,70.2,68,100,91.3,69,18,12.5,6,26.8,26.7,26.7,0
2019,July,24,86,75.1,68,75,70.5,64,100,88.1,48,17,10.8,2,26.9,26.8,26.7,0
2019,July,25,82,75,70,75,71.9,68,100,91.5,62,17,11.8,2,26.8,26.8,26.8,0
2019,July,26,77,72.9,70,73,70,66,100,91.2,69,23,14.3,9,26.9,26.8,26.7,0
2019,July,27,82,75.6,70,72,68.7,61,100,80.9,48,23,15.2,9,26.8,26.8,26.7,0
2019,July,28,81,74.2,70,73,70.2,66,100,88.4,61,23,15,8,26.8,26.8,26.8,0
2019,July,29,82,75.2,70,72,69.6,66,100,84.1,58,20,15.1,10,26.8,26.8,26.7,0
2019,July,30,81,74.5,68,70,67.6,64,100,81.3,58,22,14.7,9,26.9,26.8,26.8,0
2019,July,31,86,76.7,0,72,64,0,100,65.4,0,23,15.9,0,26.9,26.2,0,0
2019,Aug,1,88,77.5,70,72,66.1,59,100,71.7,38,21,16.5,8,26.9,26.8,26.8,0
2019,Aug,2,81,74.8,70,70,67.3,63,100,78.8,54,25,17.1,10,26.8,26.8,26.8,0
2019,Aug,3,84,75.9,70,72,67.2,61,100,76.5,45,23,16,10,26.9,26.8,26.8,0
2019,Aug,4,82,75.8,70,72,69.1,64,100,81.1,54,28,19,14,26.8,26.8,26.7,0
2019,Aug,5,81,72.8,70,73,70.5,64,100,93.1,58,30,18,0,26.8,26.8,26.7,0
2019,Aug,6,79,72.3,70,73,70.7,68,100,94.7,69,28,17.7,12,26.8,26.7,26.7,0
2019,Aug,7,77,72.5,70,75,71.8,70,100,97.8,89,30,19.3,9,26.8,26.7,26.6,0
2019,Aug,8,81,73.1,70,75,72.2,70,100,97.5,74,25,18.4,14,26.8,26.7,26.7,0
2019,Aug,9,79,73.2,70,73,71.3,70,100,93.6,74,30,20,14,26.8,26.8,26.7,0
2019,Aug,10,81,73.9,70,73,70.1,64,100,88.9,58,25,15.9,9,26.8,26.8,26.7,0
2019,Aug,11,82,74.6,70,72,69.9,66,100,86.1,58,24,13.9,8,26.8,26.8,26.7,0
2019,Aug,12,82,75.3,70,75,70.8,66,100,87,58,18,11.2,5,26.8,26.8,26.7,0
2019,Aug,13,82,74,70,73,70.7,66,100,90.5,58,23,12.2,2,26.8,26.8,26.7,0
2019,Aug,14,81,73.5,70,73,71.2,68,100,93.5,65,20,13.1,7,26.9,26.8,26.8,0
2019,Aug,15,81,74,70,73,71,68,100,91.3,65,18,11.8,2,26.9,26.8,26.8,0
2019,Aug,16,82,74.5,70,75,71.9,70,100,92.7,66,17,11.9,2,26.9,26.8,26.7,0
2019,Aug,17,77,72.6,70,73,71.3,70,100,95.7,78,14,9.9,6,26.9,26.8,26.8,0
2019,Aug,18,75,72.3,70,73,71.8,70,100,98.5,89,12,6.9,0,26.9,26.8,26.8,0
2019,Aug,19,84,75.3,70,73,70.7,66,100,87.3,55,20,7.6,2,26.9,26.8,26.8,0
2019,Aug,20,81,74.2,70,75,72.3,70,100,94.4,74,14,8.8,0,26.9,26.8,26.8,0
2019,Aug,21,81,74.4,70,75,71.2,68,100,90.6,65,16,11.6,3,26.9,26.8,26.7,0
2019,Aug,22,81,74,70,73,70.5,66,100,89.8,65,18,12.2,5,26.8,26.8,26.7,0
2019,Aug,23,82,74,68,73,69.5,64,100,87.5,58,18,14.3,12,26.9,26.8,26.8,0
2019,Aug,24,82,73.1,68,73,70,66,100,90.7,58,22,14.3,8,26.9,26.8,26.8,0
2019,Aug,25,82,75.1,68,73,67,59,100,78.9,48,20,14.2,9,26.8,26.8,26.7,0
2019,Aug,26,82,74.6,68,72,67.9,61,100,82.1,48,21,13.9,8,26.8,26.8,26.7,0
2019,Aug,27,82,74.3,68,73,69.6,64,100,86.7,54,22,12.2,3,26.8,26.8,26.7,0
2019,Aug,28,84,75.3,68,73,69.1,61,100,82.8,45,18,12.8,7,26.8,26.8,26.7,0
2019,Aug,29,86,76,70,75,69.1,64,100,82.5,48,18,12.4,0,26.8,26.8,26.7,0
2019,Aug,30,82,76.9,70,73,69.7,66,100,79.6,58,22,16.1,9,26.8,26.7,26.7,0
2019,Aug,31,77,73.7,72,70,68.8,66,94,84.4,69,18,14.7,12,26.8,26.8,26.7,0
2019,Sep,1,79,73.9,68,72,69.7,66,100,87.7,65,20,13.7,8,26.8,26.8,26.7,0
2019,Sep,2,82,74.5,70,72,70.4,66,100,87.9,58,23,15.3,9,26.8,26.8,26.7,0
2019,Sep,3,81,72.9,70,77,71.2,68,100,95,65,22,14,9,26.8,26.8,26.7,0
2019,Sep,4,79,73,70,73,71.3,68,100,95,69,23,14.7,9,26.8,26.8,26.7,0
2019,Sep,5,81,73.4,70,73,71.1,68,100,93.5,65,28,15.5,8,26.8,26.8,26.7,0
2019,Sep,6,82,73.7,70,75,71.5,68,100,93.5,62,25,16.2,12,26.8,26.8,26.7,0
2019,Sep,7,82,74.6,70,73,70.5,66,100,88.2,58,24,16.8,9,26.8,26.8,26.7,0
2019,Sep,8,82,74.9,70,73,71,68,100,88.8,62,22,15.1,9,26.9,26.8,26.8,0
2019,Sep,9,82,76,70,73,70.6,68,100,84.6,62,22,14.2,6,26.8,26.8,26.7,0
2019,Sep,10,82,75.9,70,73,70.8,68,100,85.3,62,17,11.6,5,26.9,26.8,26.7,0
2019,Sep,11,82,76,70,73,70.2,66,100,84,58,16,10.9,3,26.9,26.8,26.8,0
2019,Sep,12,84,74.6,70,75,70.7,64,100,88.8,51,16,11.8,7,26.9,26.9,26.8,0
2019,Sep,13,84,76,70,73,69.5,64,100,82.1,51,14,9.7,2,26.9,26.9,26.8,0
2019,Sep,14,86,76.3,70,73,69.4,63,100,81.7,45,15,10.8,3,26.9,26.9,26.8,0
2019,Sep,15,84,76.5,70,73,68,61,100,77.7,45,16,10.5,5,26.9,26.8,26.8,0
2019,Sep,16,81,73,70,73,70.9,68,100,93.8,65,15,9.6,5,26.9,26.8,26.7,0
2019,Sep,17,77,72.8,70,75,72.2,70,100,98.1,89,13,8.8,0,26.9,26.8,26.7,0
2019,Sep,18,82,73.9,70,75,71.7,68,100,93.9,65,12,6.5,2,26.8,26.8,26.7,0
