Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
48,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,1200,1800,1500,28-Oct-19
49,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,1400,2000,1800,25-Oct-19
50,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,1400,2000,1800,24-Oct-19
51,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,1400,2000,1800,23-Oct-19
52,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,1600,2000,1800,22-Oct-19
53,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,1800,2000,1900,21-Oct-19
54,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,2000,2500,2300,19-Oct-19
55,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,2000,3000,2500,18-Oct-19
56,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,2500,3500,3000,17-Oct-19
57,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,2500,3500,3000,16-Oct-19
58,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,2500,3500,3000,15-Oct-19
59,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,2600,3200,2800,14-Oct-19
60,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,2500,3000,2800,11-Oct-19
61,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,2000,2500,2300,10-Oct-19
62,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,2000,2500,2300,09-Oct-19
63,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,2200,3000,2600,05-Oct-19
64,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,2200,2800,2500,04-Oct-19
65,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,2200,2800,2400,03-Oct-19
66,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,1800,2500,2200,01-Oct-19
67,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,1400,2000,1800,30-Sep-19
68,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,1200,1600,1400,27-Sep-19
69,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,1000,1500,1300,26-Sep-19
70,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,800,1200,1000,25-Sep-19
71,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,800,1200,1000,24-Sep-19
72,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,800,1200,1000,23-Sep-19
73,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,800,1200,1000,21-Sep-19
74,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,800,1200,1000,20-Sep-19
75,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,800,1200,1000,19-Sep-19
76,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,800,1200,1000,18-Sep-19
77,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,800,1200,1000,17-Sep-19
78,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,800,1200,1000,16-Sep-19
79,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,800,1200,1000,13-Sep-19
80,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,800,1100,900,12-Sep-19
81,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,700,1000,800,11-Sep-19
82,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,700,1000,800,09-Sep-19
83,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,700,1000,800,07-Sep-19
84,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,1000,1600,1300,06-Sep-19
85,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,1000,1500,1300,05-Sep-19
86,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,800,1200,1000,04-Sep-19
87,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,600,800,700,03-Sep-19
88,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,600,800,700,31-Aug-19
89,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,800,1000,900,30-Aug-19
90,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,1000,1200,1100,29-Aug-19
91,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,1000,1400,1200,28-Aug-19
92,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,1000,1400,1200,27-Aug-19
93,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,1000,1400,1200,26-Aug-19
94,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,1400,2200,1800,23-Aug-19
95,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,1400,2000,1800,22-Aug-19
96,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,1200,1600,1400,21-Aug-19
97,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,1500,1800,1600,20-Aug-19
98,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,1500,1800,1600,19-Aug-19
99,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,1500,1800,1600,17-Aug-19
100,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,1500,2000,1800,16-Aug-19
101,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,1400,2000,1800,14-Aug-19
102,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,1400,2000,1800,13-Aug-19
103,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,1500,2000,1800,09-Aug-19
104,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,1600,2000,1800,08-Aug-19
105,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,2200,2600,2400,07-Aug-19
106,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,2000,2600,2300,06-Aug-19
107,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,1000,1200,1100,05-Aug-19
108,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,2400,2600,2500,03-Aug-19
109,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,2400,2800,2600,02-Aug-19
110,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,2000,2500,2300,01-Aug-19
111,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,2000,2500,2300,31-Jul-19
112,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,2000,2500,2300,30-Jul-19
113,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,2000,2500,2300,29-Jul-19
114,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,2500,3000,2800,26-Jul-19
115,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,2000,3000,2500,25-Jul-19
116,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,2000,2500,2300,24-Jul-19
117,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,2200,2500,2300,23-Jul-19
118,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,2200,2500,2400,22-Jul-19
119,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,2000,2600,2300,20-Jul-19
120,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,2200,2600,2400,19-Jul-19
121,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,2200,2600,2400,18-Jul-19
122,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,2200,2600,2400,17-Jul-19
123,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,2200,2500,2400,16-Jul-19
124,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,2000,2500,2300,15-Jul-19
125,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,1500,2000,1800,25-Jun-19
126,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,2000,2500,2300,21-Jun-19
127,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,2000,2500,2300,20-Jun-19
128,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,2000,2500,2300,19-Jun-19
129,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,2000,2500,2300,18-Jun-19
130,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,2000,2500,2300,17-Jun-19
131,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,2500,3500,3000,15-Jun-19
132,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,2500,3500,3000,14-Jun-19
133,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,2500,3500,3000,13-Jun-19
134,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,2000,3000,2500,11-Jun-19
135,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,2000,3000,2500,07-Jun-19
136,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,3000,3500,3200,06-Jun-19
137,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,3500,4500,4000,04-Jun-19
138,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,3500,4500,4000,03-Jun-19
139,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,4000,5000,4500,01-Jun-19
140,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,4000,5000,4500,31-May-19
141,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,4000,5000,4500,30-May-19
142,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,2500,4000,3500,29-May-19
143,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,2500,4000,3500,28-May-19
144,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,2500,4000,3000,27-May-19
145,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,2500,3500,3000,25-May-19
146,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,800,1000,900,24-May-19
147,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,2500,4000,3500,22-May-19
148,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,2500,3500,3000,20-May-19
149,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,2500,3500,3000,18-May-19
150,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,2500,3500,3000,17-May-19
151,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,2500,3500,3000,16-May-19
152,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,2500,3500,3000,15-May-19
153,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,2500,3500,3000,14-May-19
154,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,2200,3000,2800,13-May-19
155,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,1800,2200,2000,10-May-19
156,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,2000,2300,2200,09-May-19
157,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,2000,2500,2300,08-May-19
158,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,2000,3000,2500,04-May-19
159,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,2000,3000,2500,03-May-19
160,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,2000,3000,2500,02-May-19
161,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,2000,3400,3000,30-Apr-19
162,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,2000,3000,2800,29-Apr-19
163,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,2000,3000,2500,27-Apr-19
164,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,2000,3000,2500,26-Apr-19
165,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,2000,3000,2500,25-Apr-19
166,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,2000,3000,2500,24-Apr-19
167,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,2000,3000,2500,23-Apr-19
168,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,2500,3500,3000,22-Apr-19
169,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,2000,2400,2200,20-Apr-19
170,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,1800,2200,2000,16-Apr-19
171,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,1600,2000,1800,15-Apr-19
172,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,1600,2000,1800,12-Apr-19
173,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,1800,2000,1900,11-Apr-19
174,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,1800,2000,1900,10-Apr-19
175,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,1800,2200,2000,09-Apr-19
176,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,2000,2400,2200,08-Apr-19
177,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,1600,2200,1800,05-Apr-19
178,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,1400,2000,1800,04-Apr-19
179,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,1200,1800,1400,03-Apr-19
180,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,1200,1600,1400,02-Apr-19
181,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,1200,1700,1500,01-Apr-19
182,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,1300,1600,1500,30-Mar-19
183,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,1000,1200,1100,29-Mar-19
184,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,1000,1300,1200,28-Mar-19
185,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,1000,1400,1200,27-Mar-19
186,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,1000,1400,1200,26-Mar-19
187,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,1000,1500,1200,25-Mar-19
188,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,1000,1400,1200,23-Mar-19
189,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,1000,1500,1300,22-Mar-19
190,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,1000,1500,1300,21-Mar-19
191,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,1000,1500,1300,20-Mar-19
192,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,1200,1500,1300,19-Mar-19
193,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,1200,1500,1300,18-Mar-19
194,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,1500,2000,1800,16-Mar-19
195,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,1200,1500,1400,15-Mar-19
196,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,1300,1600,1500,14-Mar-19
197,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,1200,1600,1400,13-Mar-19
198,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,1400,2000,1800,11-Mar-19
199,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,1000,1600,1300,08-Mar-19
200,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,1500,2000,1800,07-Mar-19
201,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,1600,2000,1800,06-Mar-19
202,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,1500,2000,1800,05-Mar-19
203,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,1600,2000,1800,02-Mar-19
204,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,1400,2000,1800,01-Mar-19
205,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,1200,1600,1400,28-Feb-19
206,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,1800,2200,2000,27-Feb-19
207,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,1000,1400,1200,26-Feb-19
208,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,1000,1400,1200,25-Feb-19
209,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,1000,1500,1200,23-Feb-19
210,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,1400,1800,1600,22-Feb-19
211,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,1600,2000,1800,21-Feb-19
212,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,1800,2000,1900,20-Feb-19
213,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,1800,2200,2000,19-Feb-19
214,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,1800,2200,2000,18-Feb-19
215,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,1800,2200,2000,16-Feb-19
216,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,1800,2200,2000,15-Feb-19
217,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,1800,2200,2000,14-Feb-19
218,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,1600,2200,2000,13-Feb-19
219,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,1600,2000,1800,12-Feb-19
220,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,1600,2000,1800,11-Feb-19
221,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,1500,2000,1800,08-Feb-19
222,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,1300,1500,1400,07-Feb-19
223,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,1300,1500,1400,06-Feb-19
224,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,1200,1500,1300,05-Feb-19
225,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,1000,1500,1300,04-Feb-19
226,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,1000,1500,1200,02-Feb-19
227,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,1400,1800,1600,01-Feb-19
228,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,1600,2000,1800,31-Jan-19
229,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,1500,2000,1800,30-Jan-19
230,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,1600,2000,1800,29-Jan-19
231,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,1500,2000,1800,28-Jan-19
232,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,1200,1600,1400,25-Jan-19
233,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,1200,1500,1300,24-Jan-19
234,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,1500,1700,1600,23-Jan-19
235,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,2500,3500,3000,21-Jan-19
236,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,3000,3500,3200,19-Jan-19
237,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,3000,3500,3200,18-Jan-19
238,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,3000,3500,3200,17-Jan-19
239,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,2500,3000,2800,16-Jan-19
240,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,3000,3500,3200,14-Jan-19
