Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
22,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,1000,1500,1200,09-Dec-19
23,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,1000,1500,1200,08-Dec-19
24,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,1000,1500,1200,07-Dec-19
25,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,1000,1500,1200,06-Dec-19
26,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,1000,1500,1200,05-Dec-19
27,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,1000,1500,1200,04-Dec-19
28,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,1000,2000,1500,01-Dec-19
29,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,1000,1500,1200,30-Nov-19
30,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,1000,1500,1200,29-Nov-19
31,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,1000,1500,1200,27-Nov-19
32,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,1000,1500,1200,26-Nov-19
33,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,1000,1500,1200,25-Nov-19
34,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,1000,1500,1200,24-Nov-19
35,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,1000,1500,1200,23-Nov-19
36,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,1200,1800,1500,22-Nov-19
37,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,1000,1500,1200,21-Nov-19
38,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,1000,1500,1200,20-Nov-19
39,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,1000,1500,1200,19-Nov-19
40,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,1000,1500,1200,18-Nov-19
41,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,1000,1500,1200,17-Nov-19
42,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,1000,1500,1200,16-Nov-19
43,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,1000,1500,1200,15-Nov-19
44,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,1000,1500,1200,14-Nov-19
45,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,1000,1500,1200,13-Nov-19
46,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,1000,1500,1200,12-Nov-19
47,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,1000,2000,1500,11-Nov-19
48,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,1000,2000,1500,10-Nov-19
49,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,1000,2000,1500,09-Nov-19
50,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,1000,1500,1200,08-Nov-19
51,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,1000,1500,1200,07-Nov-19
52,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,1000,1500,1400,06-Nov-19
53,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,1000,1500,1200,05-Nov-19
54,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,1000,1500,1200,04-Nov-19
55,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,1000,1800,1500,03-Nov-19
56,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,1200,1800,1500,02-Nov-19
57,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,1000,2000,1500,01-Nov-19
58,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,1000,2000,1500,31-Oct-19
59,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,1000,2000,1500,30-Oct-19
60,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,1000,2000,1500,29-Oct-19
61,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,1000,2000,1500,28-Oct-19
62,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,1000,2000,1500,27-Oct-19
63,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,1000,2000,1500,26-Oct-19
64,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,1000,2000,1500,24-Oct-19
65,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,1000,2000,1500,23-Oct-19
66,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,1000,2000,1500,22-Oct-19
67,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,1000,2000,1500,21-Oct-19
68,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,1000,2000,1500,20-Oct-19
69,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,1000,2000,1500,19-Oct-19
70,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,1000,2000,1500,18-Oct-19
71,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,1000,1500,1200,17-Oct-19
72,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,1000,1500,1200,16-Oct-19
73,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,1000,1500,1200,15-Oct-19
74,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,1000,1500,1200,14-Oct-19
75,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,1000,1500,1200,13-Oct-19
76,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,1000,1500,1200,12-Oct-19
77,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,1000,1500,1200,11-Oct-19
78,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,1000,1500,1200,10-Oct-19
79,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,1400,2000,1600,09-Oct-19
80,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,1000,1500,1200,08-Oct-19
81,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,1000,1500,1200,07-Oct-19
82,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,1000,1500,1200,06-Oct-19
83,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,1000,1500,1200,04-Oct-19
84,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,1000,1500,1200,03-Oct-19
85,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,800,1200,1000,02-Oct-19
86,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,800,1200,1000,01-Oct-19
87,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,800,1200,1000,30-Sep-19
88,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,600,1000,800,29-Sep-19
89,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,600,1000,800,28-Sep-19
90,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,600,1000,800,27-Sep-19
91,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,600,1000,800,26-Sep-19
92,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,600,1000,800,25-Sep-19
93,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,600,1000,800,24-Sep-19
94,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,600,1000,800,23-Sep-19
95,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,600,1000,800,22-Sep-19
96,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,600,1000,800,21-Sep-19
97,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,800,1200,1000,20-Sep-19
98,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,800,1200,1000,19-Sep-19
99,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,600,1000,800,18-Sep-19
100,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,600,1000,800,17-Sep-19
101,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,600,1000,800,16-Sep-19
102,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,600,1000,800,15-Sep-19
103,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,600,1000,800,14-Sep-19
104,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,600,1000,800,13-Sep-19
105,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,600,1000,800,11-Sep-19
106,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,600,1000,800,10-Sep-19
107,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,600,1000,800,09-Sep-19
108,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,600,1000,800,07-Sep-19
109,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,600,1000,800,06-Sep-19
110,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,600,1000,800,05-Sep-19
111,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,600,1000,800,04-Sep-19
112,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,800,1200,1000,03-Sep-19
113,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,600,1000,800,02-Sep-19
114,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,800,1200,1000,01-Sep-19
115,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,800,1200,1000,31-Aug-19
116,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,800,1200,1000,30-Aug-19
117,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,800,1200,1000,29-Aug-19
118,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,800,1200,1000,28-Aug-19
119,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,800,1200,1000,27-Aug-19
120,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,800,1200,1000,26-Aug-19
121,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,800,1200,1000,25-Aug-19
122,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,1000,1500,1200,24-Aug-19
123,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,1000,1500,1200,23-Aug-19
124,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,1000,1500,1200,22-Aug-19
125,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,1000,1500,1200,21-Aug-19
126,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,1000,1500,1200,19-Aug-19
127,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,1000,1500,1200,18-Aug-19
128,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,1000,1500,1200,17-Aug-19
129,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,1000,2000,1500,16-Aug-19
130,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,1000,1500,1200,15-Aug-19
131,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,1000,2000,1500,14-Aug-19
132,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,1000,2000,1500,13-Aug-19
133,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,1000,2000,1500,12-Aug-19
134,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,1000,2000,1500,11-Aug-19
135,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,1000,2000,1500,10-Aug-19
136,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,1000,2000,1500,09-Aug-19
137,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,1000,2000,1500,08-Aug-19
138,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,1000,2000,1500,07-Aug-19
139,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,1000,2000,1500,06-Aug-19
140,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,1000,2000,1500,05-Aug-19
141,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,1000,2000,1500,04-Aug-19
142,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,1000,2000,1500,03-Aug-19
143,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,1000,2000,1500,02-Aug-19
144,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,1000,2000,1500,01-Aug-19
145,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,1000,2000,1500,31-Jul-19
146,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,1000,2000,1500,30-Jul-19
147,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,1000,2000,1500,29-Jul-19
148,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,1000,2000,1500,28-Jul-19
149,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,1000,2000,1500,27-Jul-19
150,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,1000,2000,1500,26-Jul-19
151,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,1000,2000,1500,25-Jul-19
152,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,1000,2000,1500,24-Jul-19
153,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,1000,2000,1500,23-Jul-19
154,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,1000,2000,1500,22-Jul-19
155,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,1000,2000,1500,21-Jul-19
156,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,1000,2000,1500,20-Jul-19
157,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,1000,2000,1500,19-Jul-19
158,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,1000,2000,1500,18-Jul-19
159,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,1000,2000,1500,16-Jul-19
160,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,1000,2000,1500,15-Jul-19
161,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,1000,2000,1500,14-Jul-19
162,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,1500,2500,2000,13-Jul-19
163,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,1000,2000,1500,12-Jul-19
164,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,1000,2000,1500,11-Jul-19
165,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,1000,1500,1200,10-Jul-19
166,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,1000,1500,1200,09-Jul-19
167,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,600,1000,800,08-Jul-19
168,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,600,1000,800,07-Jul-19
169,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,600,1000,800,06-Jul-19
170,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,600,1000,800,05-Jul-19
171,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,600,1000,800,04-Jul-19
172,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,600,1000,800,03-Jul-19
173,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,600,1000,800,02-Jul-19
174,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,600,1000,800,01-Jul-19
175,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,600,1000,800,30-Jun-19
176,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,600,1000,800,29-Jun-19
177,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,600,1000,800,28-Jun-19
178,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,600,1000,800,27-Jun-19
179,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,600,1000,800,26-Jun-19
180,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,600,1000,800,25-Jun-19
181,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,600,1000,800,24-Jun-19
182,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,600,1000,800,23-Jun-19
183,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,600,1000,800,22-Jun-19
184,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,1000,1500,1200,21-Jun-19
185,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,1000,1500,1200,20-Jun-19
186,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,1000,1500,1200,19-Jun-19
187,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,1000,1500,1200,18-Jun-19
188,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,1000,1500,1200,17-Jun-19
189,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,1000,1500,1200,16-Jun-19
190,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,1000,1500,1200,15-Jun-19
191,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,1000,1500,1200,14-Jun-19
192,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,1000,1500,1200,13-Jun-19
193,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,800,1200,1000,12-Jun-19
194,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,800,1200,1000,11-Jun-19
195,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,800,1200,1000,10-Jun-19
196,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,1000,1500,1200,09-Jun-19
197,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,1000,1500,1200,08-Jun-19
198,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,1000,1500,1200,07-Jun-19
199,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,800,1200,1000,05-Jun-19
200,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,800,1200,1000,04-Jun-19
201,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,800,1200,1000,03-Jun-19
202,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,800,1200,1000,02-Jun-19
203,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,800,1200,1000,31-May-19
204,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,1000,1500,1200,30-May-19
205,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,1000,2000,1500,29-May-19
206,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,1500,2500,2000,28-May-19
207,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,600,1000,800,27-May-19
208,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,800,1200,1000,26-May-19
209,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,800,1200,1000,25-May-19
210,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,800,1200,1000,24-May-19
211,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,800,1200,1000,23-May-19
212,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,800,1200,1000,22-May-19
213,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,800,1200,1000,21-May-19
214,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,800,1200,1000,20-May-19
215,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,600,1000,800,19-May-19
216,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,800,1200,1000,18-May-19
217,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,800,1200,1000,17-May-19
218,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,600,1000,800,16-May-19
219,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,800,1200,1000,15-May-19
220,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,800,1300,1000,14-May-19
221,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,600,1000,800,12-May-19
222,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,600,1000,800,11-May-19
223,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,400,800,600,10-May-19
224,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,600,1000,800,09-May-19
225,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,600,1000,800,08-May-19
226,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,600,1000,800,07-May-19
227,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,600,1000,800,06-May-19
228,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,600,1000,800,05-May-19
229,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,600,1000,800,04-May-19
230,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,600,1000,800,03-May-19
231,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,600,1000,800,02-May-19
232,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,600,1000,800,01-May-19
233,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,600,1000,800,30-Apr-19
234,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,600,1000,800,29-Apr-19
235,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,600,1000,800,28-Apr-19
236,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,600,1000,800,27-Apr-19
237,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,600,1000,800,26-Apr-19
238,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,600,1000,800,25-Apr-19
239,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,600,1000,800,24-Apr-19
240,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,600,1000,800,23-Apr-19
241,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,600,1000,800,22-Apr-19
242,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,600,1000,800,21-Apr-19
243,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,400,800,600,20-Apr-19
244,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,400,800,600,19-Apr-19
245,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,400,800,600,18-Apr-19
246,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,400,800,600,17-Apr-19
247,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,400,800,600,16-Apr-19
248,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,600,1000,800,14-Apr-19
249,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,600,1000,800,13-Apr-19
250,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,600,1000,800,12-Apr-19
251,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,600,1000,800,11-Apr-19
252,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,600,1000,800,10-Apr-19
253,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,600,1000,800,09-Apr-19
254,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,600,1000,800,08-Apr-19
255,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,600,1000,800,07-Apr-19
256,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,600,1000,800,06-Apr-19
257,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,600,1000,800,05-Apr-19
258,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,600,1000,800,04-Apr-19
259,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,600,1000,800,03-Apr-19
260,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,600,1000,800,02-Apr-19
261,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,600,1000,800,31-Mar-19
262,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,600,1000,800,30-Mar-19
263,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,600,1000,800,29-Mar-19
264,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,800,1200,1000,28-Mar-19
265,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,800,1200,1000,27-Mar-19
266,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,600,1000,800,26-Mar-19
267,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,600,1000,800,25-Mar-19
268,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,600,1000,800,24-Mar-19
269,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,600,1000,800,23-Mar-19
270,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,1000,1500,1200,22-Mar-19
271,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,600,1000,800,21-Mar-19
272,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,800,1200,1000,20-Mar-19
273,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,800,1200,1000,19-Mar-19
274,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,1000,1500,1200,18-Mar-19
275,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,1000,1500,1200,17-Mar-19
276,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,800,1200,1000,16-Mar-19
277,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,600,1000,800,15-Mar-19
278,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,800,1200,1000,14-Mar-19
279,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,600,1000,800,13-Mar-19
280,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,800,1200,1000,12-Mar-19
281,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,600,1000,800,11-Mar-19
282,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,600,1000,800,10-Mar-19
283,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,600,1000,800,09-Mar-19
284,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,600,1000,800,08-Mar-19
285,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,800,1200,1000,07-Mar-19
286,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,600,1000,800,06-Mar-19
287,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,400,800,600,05-Mar-19
288,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,600,1000,800,04-Mar-19
289,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,600,1000,800,03-Mar-19
290,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,600,1000,800,02-Mar-19
291,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,600,1000,800,01-Mar-19
292,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,600,1000,800,28-Feb-19
293,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,600,1000,800,27-Feb-19
294,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,600,1000,800,26-Feb-19
295,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,600,1000,800,25-Feb-19
